,代码,名称,收入同比%%,利润同比%%,营业利润率%%,市销率,市净率,市现率,市盈(动),总金额,量比,细分行业,地区,振幅%%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,流通股本(万),流通市值,AB股总市值,强弱度%%,活跃度,每笔均量,每笔换手,财务更新,上市日期,总股本(万),B股(或A),H股,总资产(万),净资产,少数股权,资产负债率%%,流动资产,固定资产,无形资产,流动负债,公积金,存货,应收帐款,营业收入,营业成本,营业利润,投资收益,利润总额,税后利润,净利润,未分利润,经营现金流,总现金流,股东人数,人均持股,人均市值,换手%%,涨速%%,最低,昨收,最高,每股收益,每股净资,调整后净资,每股公积,每股未分配,权益比,净益率%%,销售毛利率%%,今开,净利润率%%,total1,total2,total3,total4
144,000551,创元科技,-5.88,-16.2,3.53,2.72,2.31,-1987.78,70.39,104573736.0,0.75,专用机械,江苏,12.52,7.74,70319.0,64865.0,1.08,1883.0,20.0,,40008.03,30.25,         30.25亿,-2.39,2001.0,68.0,0.0017,20150825.0,19940106.0,40008.03,0.0,0.0,323627.0,130729.75,41564.21,46.76,178787.94,92070.43,16566.6,136640.98,30848.05,65473.05,56657.75,111217.65,84229.27,3931.37,423.62,5067.49,4119.68,2148.59,45426.82,-152.16,-7993.71,28442.0,14067.0,10.63万,3.38,-0.26,7.3,7.83,8.28,0.054㈡,3.27,0.0,0.77,1.14,40.4,          1.64㈡,24.27,7.35,1.93,22780104.53,2378658.45,2129.2975,222.3375
145,000552,靖远煤电,-27.08,-32.2,12.1,8.04,1.51,-44.58,37.27,105559616.0,1.49,煤炭开采,甘肃,12.86,7.73,76184.0,60422.0,1.26,9045.0,7039.0,,35412.51,28.79,         92.97亿,7.75,1849.0,74.0,0.0021,20150811.0,19940106.0,114348.54,0.0,0.0,860987.38,614578.0,54.65,28.61,376766.03,68965.03,165437.81,245237.7,286982.75,61234.03,58331.1,115565.82,84345.28,13988.17,0.0,13991.48,12475.87,12471.92,158755.7,-20854.17,110581.51,34032.0,10406.0,8.46万,3.86,0.86,7.15,7.62,8.13,0.109㈡,5.37,0.0,2.51,1.39,71.38,          2.03㈡,27.02,7.23,10.79,32088999.6526,6224938.7574,1073.0033,208.1517
146,000553,沙隆达Ａ,-27.35,-59.2,12.76,5.14,3.07,-329.67,27.0,0.0,0.0,农药化肥,湖北,0.0,10.7,0.0,0.0,,0.0,0.0,,36389.12,38.94,         63.55亿,1.06,0.0,,,20150805.0,19931203.0,59392.32,22999.58,0.0,323290.22,207111.56,-26.95,35.94,122829.76,174745.19,13778.34,67648.55,26318.4,34363.95,36584.23,123525.17,94176.75,15762.11,0.0,16054.37,11764.42,11767.8,101533.61,-1927.67,896.19,55484.0,6558.0,7.02万,0.0,,,10.7,,0.198㈡,3.49,0.0,0.44,1.71,64.06,          5.68㈡,23.76,,9.53,8728835.94,,1051.38,
147,000554,泰山石油,-21.97,-46.28,0.58,2.63,4.39,-213.22,1041.47,397630208.0,1.28,石油贸易,山东,12.06,8.6,207620.0,254577.0,0.82,0.0,9912.0,,36264.96,30.32,         40.19亿,-8.95,3926.0,118.0,0.0032,20150829.0,19931215.0,48079.32,0.0,0.0,104312.88,91629.6,586.48,11.6,12738.46,38593.9,34176.43,10902.9,18976.32,8985.95,1499.89,152830.45,142491.95,883.1,-10.7,496.67,371.23,192.97,13626.15,-1885.15,-3976.15,67421.0,5379.0,4.50万,12.75,0.0,8.36,9.29,9.48,0.004㈡,1.91,0.0,0.39,0.28,87.84,          0.21㈡,6.76,8.36,0.13,108638735.134,872055.6768,31577.3704,253.4752
148,000555,神州信息,-1.46,4.06,3.28,4.99,4.75,-26.81,64.22,255413216.0,1.2,通信设备,深圳,12.23,32.38,33739.0,45132.0,0.75,165.0,39.0,,11710.58,36.54,        143.18亿,-8.95,2658.0,30.0,0.0025,20150826.0,19940408.0,45890.6,0.0,0.0,697557.13,301487.16,931.0,56.65,547518.0,15784.55,3105.79,366123.0,157632.88,82300.68,276469.88,287034.31,230085.45,9410.86,1400.35,10570.28,9536.98,11148.25,89864.75,-53399.51,-20479.28,10855.0,10788.0,33.66万,6.74,0.0,31.2,34.67,35.44,0.243㈡,6.57,0.0,3.43,1.96,43.22,          3.70㈡,19.84,31.2,3.88,44797118.8886,21763782.456,2346.5988,1140.048
149,000557,*ST广夏,36.86,-97.96,5.4,797.85,27.85,-739.17,32757.73,142282336.0,1.41,红黄药酒,宁夏,4.96,5.67,164638.0,86451.0,1.9,48539.0,0.0,,66800.49,38.14,         39.18亿,6.02,836.0,300.0,0.0045,20150729.0,19940617.0,68613.39,0.0,0.0,27413.4,14065.97,49.83,48.51,24440.85,1843.7,0.0,13297.57,101737.15,2185.33,83.35,491.05,236.24,26.52,182.65,18.12,5.88,5.98,-156459.5,-530.03,-12515.25,62457.0,10695.0,6.11万,3.76,0.0,5.44,5.44,5.71,0.000㈡,0.21,0.0,1.48,-2.28,51.31,          0.04㈡,51.89,5.61,1.22,898000755.582,153789.174,1249379.8222,213.9654
150,000558,莱茵体育,14.14,-203.74,0.24,11.9,8.77,-274.13,,607383936.0,0.72,区域地产,浙江,12.27,16.84,131735.0,229040.0,0.58,0.0,27807.0,,62979.5,102.97,        140.53亿,-8.96,3947.0,91.0,0.0015,20150816.0,19940509.0,85948.27,0.0,0.0,433728.91,160152.38,11289.12,60.47,368701.69,26677.64,2.11,202007.38,49979.03,288995.06,1814.43,118073.86,102530.21,286.63,-131.46,243.41,-1119.71,-2592.7,17992.86,-5126.3,-8416.57,34463.0,18275.0,29.88万,5.73,0.0,16.35,18.17,18.58,-0.030㈡,1.86,0.0,0.58,0.21,36.92,         -1.62㈡,13.16,16.35,-2.2,,7091467.6785,,1683.5595
151,000559,万向钱潮,6.66,27.9,9.75,6.8,9.34,60.47,40.14,1791884928.0,0.89,汽车配件,浙江,14.29,15.47,613219.0,545303.0,1.12,58126.0,208.0,,228990.09,359.51,        360.21亿,2.15,4534.0,256.0,0.0011,20150826.0,19940110.0,229429.95,0.0,0.0,1037404.38,385517.16,38309.15,59.15,631373.13,273494.0,18030.45,449652.16,30079.76,169076.59,188360.34,529850.31,418381.81,51653.34,9989.71,53008.96,49011.23,44865.65,103263.13,59566.86,-165155.77,106890.0,21423.0,33.63万,5.06,-0.38,14.2,15.53,16.42,0.196㈡,1.68,0.0,0.13,0.45,37.16,         11.64㈡,21.04,14.2,8.47,41641411.8132,14731142.196,14430.7314,5105.042
152,000560,昆百大Ａ,-24.42,-92.66,0.72,10.28,2.17,-424.38,895.78,46732528.0,0.49,百货,云南,12.23,17.14,13369.0,13893.0,0.96,0.0,1177.0,,16542.36,27.38,         77.03亿,-8.95,1379.0,20.0,0.0012,20150901.0,19940202.0,46542.78,0.0,0.0,589363.81,355272.31,3102.2,39.19,358241.81,58739.13,513.96,183371.41,225959.88,143742.91,5283.85,74931.81,51789.05,536.07,345.6,742.67,366.76,429.95,70221.84,-1815.06,76887.28,10258.0,16126.0,26.69万,1.65,0.0,16.55,18.39,18.8,0.020㈡,7.63,0.0,4.85,1.51,60.28,          0.12㈡,30.89,16.86,0.57,527940313.722,9936673.8366,24526.4564,461.6268
153,000561,烽火电子,9.26,3.27,2.96,14.7,5.2,-32.71,414.48,185032064.0,0.66,通信设备,陕西,11.63,8.48,100035.0,118097.0,0.85,0.0,11370.0,,59399.19,49.18,         49.34亿,-8.94,3741.0,58.0,0.001,20150826.0,19940509.0,59584.46,0.0,0.0,186613.06,94843.06,8875.21,44.42,158595.27,13983.77,6277.1,76154.06,4866.97,60659.28,64031.88,33573.14,19707.32,994.78,56.81,1305.37,852.6,595.15,30084.49,-15081.0,-18237.09,43783.0,13567.0,11.23万,3.67,0.0,8.28,9.2,9.35,0.010㈡,1.59,0.0,0.08,0.5,50.82,          0.63㈡,41.3,8.39,1.77,77347381.1088,1565683.5734,20384.1264,412.6202
154,000563,陕国投Ａ,68.36,31.62,53.62,15.57,2.56,23.23,19.38,174420032.0,1.05,多元金融,陕西,12.06,8.87,104403.0,92257.0,1.13,2837.0,1061.0,,121466.72,111.99,        111.99亿,5.95,2258.0,87.0,0.0007,20150821.0,19940110.0,121466.72,0.0,0.0,577893.25,436770.16,0.0,24.42,0.0,5872.45,141.88,0.0,145323.56,0.0,0.0,71933.71,0.0,38567.71,40160.05,38568.9,28891.05,28891.05,108008.82,48208.19,48725.6,55491.0,21889.0,20.18万,1.62,-0.21,8.22,8.79,9.28,0.238㈡,3.6,0.0,1.2,0.89,75.58,          6.61㈡,,8.31,40.16,11199571.185,4802292.9075,2170.3662,930.6369
155,000564,西安民生,4.08,1.79,1.83,2.88,2.19,68.41,82.63,277966432.0,0.55,百货,陕西,13.0,8.35,178688.0,154370.0,1.16,186.0,4153.0,,33580.85,27.03,         60.61亿,-4.68,3773.0,88.0,0.0026,20150825.0,19940110.0,75292.63,0.0,0.0,764131.88,173909.55,0.0,77.24,413818.5,170426.67,13727.45,511185.25,80082.43,16323.25,1675.74,210327.41,158502.19,3859.4,631.73,4283.15,3791.65,3667.55,36727.6,8859.44,11964.87,46901.0,7160.0,5.76万,9.92,-0.12,7.83,8.54,8.94,0.049㈡,3.67,3.67,1.06,0.49,22.76,          2.11㈡,24.64,8.02,1.74,63140217.2444,6128337.6776,2233.4889,216.7806
156,000565,渝三峡Ａ,-6.39,404.19,64.4,17.57,5.38,-570.55,13.79,269890784.0,1.18,染料涂料,重庆,11.76,9.92,128239.0,143942.0,0.89,0.0,16485.0,,43359.21,41.8,         41.80亿,-8.93,3763.0,72.0,0.0017,20150828.0,19940408.0,43359.21,0.0,0.0,107021.21,77759.36,0.0,27.34,57480.4,23338.24,2309.13,26794.58,18567.84,10783.71,18963.67,23794.88,16875.63,15324.12,13709.7,15353.51,15157.48,15157.48,32001.31,-732.59,6604.31,31691.0,13682.0,13.19万,6.28,0.0,9.64,10.71,10.9,0.350㈡,1.79,0.0,0.43,0.74,72.66,         19.49㈡,29.08,9.64,63.7,1475822.4859,1031684.4644,576.422,402.952
157,000566,海南海药,11.72,19.84,16.48,33.57,12.39,-5753.7,119.42,0.0,0.0,化学制药,海南,0.0,49.97,0.0,0.0,,0.0,0.0,,49434.3,247.02,        272.51亿,1.06,0.0,,,20150829.0,19940525.0,54534.03,0.0,0.0,448102.94,219873.22,12970.9,48.04,167511.25,65993.65,22153.05,138817.59,112749.57,35368.9,36586.95,81186.65,48560.55,13379.9,1108.68,13816.8,11627.15,11409.85,49926.62,-473.62,-45015.85,23919.0,20667.0,103.27万,0.0,,,49.97,,0.220㈡,4.03,0.0,2.07,0.92,49.07,          5.19㈡,40.19,,14.05,53512453.0948,,29499.1284,
158,000567,海德股份,422.26,125.04,147.17,204.05,9.13,776.41,67.0,117524760.0,0.83,区域地产,海南,13.26,12.95,48867.0,41917.0,1.17,71.0,208.0,,15036.08,19.02,         19.13亿,-5.72,2474.0,37.0,0.0024,20150806.0,19940525.0,15120.0,0.0,0.0,21852.39,20940.95,0.0,4.17,9092.42,491.01,0.0,911.42,11672.82,2168.11,0.0,937.35,901.15,1379.52,1171.25,1380.15,1425.85,1427.29,-5911.6,246.35,1055.68,12661.0,11876.0,15.02万,6.04,-0.31,12.21,13.57,14.01,0.094㈡,1.38,0.0,0.77,-0.39,95.83,          6.82㈡,3.86,12.8,152.27,1464110.13,279710.592,1274.34,243.456
159,000568,泸州老窖,1.62,6.58,36.37,8.26,3.08,-24.73,14.94,695536192.0,1.18,白酒,四川,6.96,21.4,201806.0,123239.0,1.64,32782.0,75.0,,140052.55,304.75,        305.13亿,2.74,3289.0,99.0,0.0007,20150825.0,19940509.0,140225.25,0.0,0.0,1359022.13,992285.81,8037.72,26.39,978451.38,101798.56,24739.09,344156.25,65207.85,289239.88,1169.06,369612.53,174929.75,134435.98,23252.06,134726.8,106021.36,102147.5,614195.75,-123407.85,-127101.11,103874.0,13483.0,29.34万,2.32,0.09,20.51,21.4,22.0,0.728㈡,7.08,0.0,0.47,4.38,73.01,         10.29㈡,52.67,20.51,27.64,20303790.6222,27873543.8863,4552.965,6250.4225
160,000570,苏常柴Ａ,1.49,9.5,3.3,3.12,2.0,90.82,56.49,84854360.0,0.63,农用机械,江苏,11.17,7.88,57894.0,49852.0,1.16,76.0,2220.0,,41137.42,31.1,         42.44亿,-5.14,2051.0,53.0,0.0013,20150820.0,19940701.0,56137.42,15000.0,0.0,339372.59,212120.41,1686.29,37.0,183869.31,56947.06,10338.11,111231.95,16432.85,41018.26,58491.32,135989.59,117907.31,4488.93,490.06,4572.08,3821.73,3756.33,58192.68,4672.76,-3563.84,56034.0,7342.0,5.55万,2.62,-0.26,7.49,8.06,8.39,0.067㈡,3.78,0.0,0.29,1.04,62.5,          1.77㈡,13.3,7.61,2.76,19171157.6091,2582625.4099,1756.839,236.671
161,000571,新大洲Ａ,-5.03,-2.02,16.7,10.05,1.84,-27.71,40.79,80439232.0,0.69,煤炭开采,海南,8.3,5.13,80250.0,76554.0,1.05,1308.0,1871.0,,73575.04,37.01,         40.95亿,-1.84,2422.0,65.0,0.0009,20150826.0,19940525.0,81406.39,0.0,0.0,488855.56,222310.3,69441.5,40.32,123701.17,61871.9,30220.25,151762.94,64534.85,21714.24,22157.85,40751.4,26693.8,6806.12,5848.1,6767.77,5216.74,5019.75,70189.68,-14777.4,11764.62,100495.0,7321.0,3.68万,2.13,-0.19,4.92,5.18,5.35,0.062㈡,2.73,0.0,0.79,0.86,45.48,          2.26㈡,34.5,5.0,12.32,19940418.2924,2444277.8,1509.6379,185.05
162,000572,海马汽车,6.57,55.17,4.12,1.6,1.3,15.35,24.81,259466448.0,1.06,汽车整车,海南,13.78,5.64,256222.0,203617.0,1.26,11.0,9661.0,,164209.52,95.9,         96.05亿,4.24,3428.0,134.0,0.0008,20150829.0,19940808.0,164463.64,0.0,0.0,1513222.75,740549.31,243910.97,34.94,616601.81,324194.84,163222.05,512922.44,378793.38,149423.19,5212.68,600483.63,495854.44,24758.5,-637.4,25894.4,21536.82,19352.6,187764.66,62569.18,-32225.16,98175.0,16726.0,9.77万,2.8,-1.01,5.17,5.66,5.95,0.118㈡,4.5,0.0,2.3,1.14,48.94,          2.61㈡,17.42,5.37,3.22,37543056.4275,8126006.1675,2379.279,514.983
163,000573,粤宏远Ａ,-62.27,-233.3,-13.07,13.57,1.73,56.59,,86353528.0,0.72,区域地产,广东,11.92,4.44,99255.0,95195.0,1.04,2907.0,1844.0,,62228.57,27.19,         27.21亿,-2.47,2464.0,79.0,0.0013,20150828.0,19940815.0,62275.55,0.0,0.0,321473.72,157156.92,360.32,51.0,205155.11,8696.95,17166.88,125472.57,55487.35,151904.86,5876.31,20059.96,14085.42,-2621.12,489.57,-2719.34,-2831.3,-2485.6,17889.3,4808.64,-9469.74,66433.0,9367.0,4.09万,3.12,-0.68,4.15,4.53,4.69,-0.040㈡,2.52,0.0,0.89,0.29,48.89,         -1.58㈡,29.78,4.3,-12.39,,1382336.996,,116.917
164,000576,广东甘化,-13.62,-493.74,-14.11,21.31,4.14,-69.36,,111700144.0,0.7,综合类,广东,10.86,9.66,62388.0,53279.0,1.17,859.0,100.0,,25617.61,23.88,         41.27亿,-4.32,2168.0,53.0,0.0021,20150816.0,19940907.0,44286.12,0.0,0.0,155411.27,99588.31,0.0,35.92,41916.39,61201.67,8942.3,31638.02,84164.21,9463.49,8173.77,19371.64,17913.26,-2733.74,0.0,-2445.49,-2445.61,-2445.0,-31603.46,-5951.06,-1608.58,27139.0,9439.0,8.80万,4.52,-0.32,9.12,9.85,10.19,-0.055㈡,2.25,0.0,1.9,-0.71,64.08,         -2.46㈡,7.53,9.22,-12.62,,1432891.9094,,220.1736
165,000581,威孚高科,-3.95,24.44,33.57,6.98,2.04,54.03,11.32,635948032.0,1.06,汽车配件,江苏,7.82,22.86,148804.0,129381.0,1.15,38240.0,404.0,,84775.64,196.76,        236.79亿,3.04,3209.0,87.0,0.001,20150825.0,19980924.0,102020.1,17238.0,0.0,1545258.25,1162057.0,43259.2,22.0,869496.63,136519.06,35682.62,287125.69,363568.44,95844.4,154681.72,339043.78,264363.91,113800.1,78233.84,115827.47,107008.95,104598.71,620849.0,43828.6,-62631.4,53249.0,15921.0,36.95万,3.28,-0.04,21.6,22.76,23.38,1.025㈡,11.39,0.0,3.56,6.09,75.2,          9.00㈡,22.03,22.0,30.85,17492323.39,33995681.5,2227.3232,4328.72
166,000582,北部湾港,-21.9,-19.0,19.15,10.09,2.72,49.73,31.49,51178788.0,1.14,港口,广西,11.31,15.55,17556.0,15346.0,1.14,2157.0,8.0,,14205.9,23.07,        154.94亿,6.65,1304.0,25.0,0.0018,20150819.0,19951102.0,95404.57,0.0,0.0,1203193.63,570276.06,0.0,52.6,265798.91,708781.31,141317.81,301989.66,267984.22,10754.38,53957.76,153481.66,98484.86,29395.09,3.77,29354.39,25051.61,24599.76,177045.86,31154.53,125246.35,25292.0,5617.0,9.12万,2.32,0.68,14.5,15.38,16.24,0.290㈡,5.98,0.0,2.81,1.86,47.4,          4.31㈡,35.83,14.98,16.03,37888567.4087,18023840.5774,726.4743,345.5886
167,000584,友利控股,-38.68,-70.07,9.0,8.87,3.04,73.22,69.62,230836752.0,0.8,化纤,江苏,14.22,10.11,115550.0,112888.0,1.02,44.0,2591.0,,61061.48,58.99,         59.25亿,-8.58,3295.0,69.0,0.0011,20150829.0,19951128.0,61332.42,0.0,0.0,318831.97,195027.56,16005.8,33.81,205334.13,102501.96,3826.18,98776.56,67523.72,92292.81,8471.82,66771.59,48398.85,6011.85,-162.35,6135.73,3923.91,4255.05,55995.88,8091.68,1839.0,44770.0,13639.0,13.18万,3.74,0.31,9.62,10.69,11.14,0.069㈡,3.18,0.0,1.1,0.91,61.17,          2.18㈡,27.52,9.62,6.37,22197081.7514,3067163.5514,4106.8838,567.4838
168,000585,东北电气,-7.2,12.3,-1.99,67.66,15.56,-152.83,,274124736.0,0.77,电气设备,辽宁,14.98,5.28,258163.0,260800.0,0.99,4210.0,931.0,,60942.1,30.9,         31.20亿,-7.42,4201.0,124.0,0.002,20150818.0,19951213.0,87337.0,0.0,25795.0,49261.78,28458.95,42.66,42.14,31379.65,5915.02,413.23,14688.07,88342.24,4676.4,13662.47,6544.77,4753.5,-130.21,56.18,-125.64,-156.36,-156.13,-154408.56,-2897.24,-5637.06,95447.0,6385.0,3.24万,8.52,-0.58,4.99,5.54,5.82,-0.002㈡,0.33,0.0,1.01,-1.77,57.77,         -0.55㈡,27.37,5.0,-2.39,,246308.9,,154.5
169,000586,汇源通信,-5.08,-54.69,-2.55,22.55,17.89,-82.07,2002.54,0.0,0.0,通信设备,四川,0.0,19.69,0.0,0.0,,0.0,0.0,,19344.0,38.09,         38.09亿,1.06,0.0,,,20150819.0,19951220.0,19344.0,0.0,0.0,46485.89,21289.48,0.0,54.2,37829.96,3529.78,2050.87,21448.6,6064.65,6943.6,17070.56,16891.46,14129.22,-430.5,7.15,-86.55,-65.29,95.1,-5676.87,-4641.1,-6162.75,16414.0,11785.0,23.20万,0.0,,,19.69,,0.005㈡,1.1,0.0,0.31,-0.29,45.8,          0.45㈡,16.35,,0.56,93089854.1606,,76276.7486,
170,000587,金叶珠宝,10.02,4.87,1.8,2.3,7.93,368.48,76.09,0.0,0.0,批发业,黑龙江,0.0,19.6,0.0,0.0,,0.0,0.0,,55713.46,109.2,        109.20亿,1.06,0.0,,,20150829.0,19960425.0,55713.46,0.0,0.0,334599.78,137704.25,9848.25,55.9,326879.09,6689.72,430.43,186896.61,39732.39,103545.84,46392.06,475112.91,450571.09,8541.08,0.0,8892.55,7028.81,7175.83,40053.65,2963.45,-1186.47,33383.0,16689.0,32.71万,0.0,,,19.6,,0.129㈡,2.47,0.0,0.71,0.72,41.15,          5.21㈡,5.17,,1.51,25459697.2602,,8309.028,
171,000589,黔轮胎Ａ,-28.86,-26.46,3.76,2.05,1.14,7.17,33.5,167497856.0,0.72,汽车配件,贵州,10.64,5.78,155134.0,134596.0,1.15,597.0,2860.0,,74540.72,42.19,         43.89亿,-3.33,3092.0,94.0,0.0013,20150829.0,19960308.0,77546.42,0.0,0.0,1128800.25,383858.91,-113.25,66.0,674364.81,295759.63,32492.0,623755.94,183544.38,128220.86,159779.66,214202.7,154401.73,8054.08,1367.25,8095.2,6584.99,6551.71,106541.15,61240.36,69068.2,76964.0,9685.0,5.48万,3.89,0.0,5.5,5.92,6.13,0.084㈡,4.95,0.0,2.37,1.37,34.01,          1.71㈡,27.92,5.69,3.06,37814808.375,6422873.4225,1413.365,240.0611
172,000590,*ST古汉,70.53,470.27,8.57,28.44,23.2,-1969.83,201.65,0.0,0.0,中成药,湖南,0.0,20.41,0.0,0.0,,0.0,0.0,,22323.61,45.56,         45.58亿,1.06,0.0,,,20150820.0,19960119.0,22333.13,0.0,0.0,57575.31,19651.02,0.0,65.87,23991.18,14096.57,15554.29,29427.66,15244.75,3603.3,753.82,16024.67,7102.47,1373.83,43.0,1464.68,1130.25,1130.25,-22695.3,-231.4,348.03,13896.0,16065.0,32.79万,0.0,,,20.41,,0.051㈡,0.88,0.0,0.68,-1.02,34.13,          5.75㈡,55.68,,7.05,11610061.2615,,9187.174,
173,000591,桐 君 阁,2.03,0.56,0.48,1.38,8.4,105.69,91.98,121070824.0,0.89,医药商业,重庆,11.35,13.47,42608.0,47270.0,0.9,4.0,667.0,,27463.09,34.96,         34.96亿,-7.49,2161.0,42.0,0.0015,20150725.0,19960208.0,27463.09,0.0,0.0,328309.72,41600.85,6919.02,85.22,228770.0,45105.59,15196.15,269116.56,3442.65,66487.43,62507.07,253906.97,212955.42,1219.0,22.16,1282.12,854.25,1900.49,3954.65,3307.68,4296.72,25668.0,10699.0,13.62万,3.27,0.07,12.7,13.92,14.28,0.069㈡,1.51,0.0,0.13,0.14,12.67,          4.57㈡,16.13,12.81,0.75,30197928.0456,4205647.5132,3215.6208,447.8376
174,000592,平潭发展,30.64,2.71,4.48,20.62,8.9,-616.72,168.36,689762816.0,1.0,林业,福建,12.61,12.66,273987.0,270950.0,1.01,0.0,14901.0,,83770.46,102.87,        104.06亿,-8.91,4080.0,134.0,0.0016,20150829.0,19960327.0,84740.7,0.0,0.0,239807.13,116911.11,28349.98,39.43,189664.02,23286.51,2944.18,89937.46,54656.28,109346.13,25483.75,50459.59,41476.62,2258.7,198.9,3777.03,3479.33,3090.43,-25789.39,-1687.34,6438.87,37173.0,22535.0,27.67万,6.51,0.0,12.28,13.64,14.0,0.036㈡,1.38,0.0,0.64,-0.3,48.75,          2.64㈡,17.8,12.28,6.12,40373928.4068,2944831.5564,17319.1932,1263.2436
175,000593,大通燃气,-0.94,225.73,4.86,11.04,3.43,155.82,163.9,185023648.0,0.66,供气供热,四川,9.8,8.25,111076.0,113209.0,0.98,0.0,9154.0,,22317.48,18.03,         22.62亿,-8.96,3187.0,70.0,0.0032,20150829.0,19960312.0,27994.01,0.0,0.0,74654.68,66008.8,0.0,11.58,22940.15,35281.9,1568.3,8605.88,27011.4,5173.65,495.9,20484.09,14555.98,995.37,13.75,1006.75,690.03,690.03,11149.13,1451.64,-13585.47,32091.0,6954.0,5.62万,10.05,0.0,8.08,8.98,8.96,0.025㈡,2.36,0.0,0.96,0.4,88.42,          1.05㈡,28.94,8.08,3.37,12235902.052,603209.8144,2955.117,145.6824
176,000595,宝塔实业,-32.9,-33.84,-34.23,31.74,5.01,-111.95,,0.0,0.0,机械基件,宁夏,0.0,11.27,0.0,0.0,,0.0,0.0,,21681.03,24.43,         41.97亿,1.06,0.0,,,20150827.0,19960419.0,37244.01,0.0,0.0,131186.38,83809.31,0.0,36.11,90518.88,22577.63,13356.45,41163.8,80877.67,22563.85,34218.3,13225.25,13002.85,-4527.66,0.0,-4442.56,-4443.15,-4443.15,-35318.4,-3749.31,13459.8,22608.0,9590.0,10.81万,0.0,,,11.27,,-0.130㈡,2.25,0.0,2.17,-0.95,63.89,         -5.30㈡,1.68,,-33.6,,,,
177,000596,古井贡酒,13.51,6.34,18.59,5.53,3.32,44.65,19.73,163786352.0,1.06,白酒,安徽,6.57,29.29,34409.0,21514.0,1.6,1807.0,64.0,,38359.91,114.35,        150.12亿,1.43,2189.0,26.0,0.0007,20150824.0,19960927.0,50360.0,12000.0,0.0,703417.38,451625.75,0.0,35.8,448316.66,172305.31,30191.0,245483.3,129493.85,124785.52,577.1,271304.28,82757.85,50434.96,3829.81,51305.48,38050.46,38050.48,238872.55,33621.76,22176.82,27386.0,14007.0,41.76万,1.46,0.23,28.34,29.7,30.29,0.756㈡,8.97,0.0,2.57,4.74,64.2,          8.43㈡,69.5,28.38,14.03,13878424.9074,19962985.2444,2256.1255,3245.253
178,000597,东北制药,-10.25,-209.88,-3.87,1.56,1.28,-26.86,,69525648.0,0.62,化学制药,辽宁,9.47,7.06,51685.0,46833.0,1.1,625.0,419.0,,43854.91,30.48,         32.99亿,-2.14,2129.0,46.0,0.0011,20150831.0,19960523.0,47465.51,0.0,0.0,873394.0,257855.92,9917.0,69.34,414121.38,171653.48,73417.28,459017.81,176992.19,94716.4,98598.93,211676.97,150781.55,-8197.35,239.63,-7698.6,-8442.55,-8612.6,23529.3,-12282.3,-28246.25,45238.0,9694.0,6.74万,2.25,-0.14,6.7,7.18,7.38,-0.181㈡,5.43,0.0,3.73,0.5,29.52,         -3.34㈡,28.77,6.88,-4.07,,6008950.72,,209.7024
179,000598,兴蓉环境,15.31,8.23,32.4,12.75,2.44,32.1,21.85,572019008.0,1.1,水务,四川,7.7,6.31,440020.0,466064.0,0.94,96589.0,1745.0,,298621.88,190.52,        190.52亿,1.37,3678.0,246.0,0.0008,20150731.0,19960529.0,298621.88,0.0,0.0,1270079.63,781554.19,4193.23,38.13,246095.63,542901.13,244040.55,276471.31,177915.56,18355.7,49433.23,149394.09,83698.21,48398.85,7681.7,54746.76,43996.05,43591.15,291095.78,59360.28,-52774.38,192219.0,15536.0,9.91万,3.03,0.31,6.0,6.36,6.49,0.146㈡,2.62,0.0,0.6,0.97,61.54,          5.58㈡,43.97,6.05,29.18,27751239.9155,7683981.7615,4162.862,1152.646
180,000599,青岛双星,-31.26,2.14,1.63,2.83,1.71,3886.41,82.0,121539608.0,0.76,汽车配件,山东,12.06,6.59,88143.0,96409.0,0.91,358.0,1314.0,,52481.05,33.48,         43.04亿,-5.12,3120.0,59.0,0.0011,20150826.0,19960430.0,67457.89,0.0,0.0,555444.19,251517.34,3390.58,54.11,320736.69,129803.95,26620.09,296458.78,119546.46,84446.61,81823.63,151878.02,128630.4,2469.73,1123.75,3416.34,2671.03,2624.43,59674.7,110.74,404.68,60106.0,8731.0,5.57万,3.52,-0.77,6.21,6.8,7.03,0.039㈡,3.73,0.0,1.77,0.88,45.28,          1.04㈡,15.31,6.3,1.73,45546423.58,3499298.397,2745.36,210.924
181,000600,建投能源,-10.51,14.3,37.39,3.39,1.69,9.66,7.46,227088752.0,1.22,火力发电,河北,10.9,8.81,138950.0,118819.0,1.17,5908.0,970.0,,109005.09,99.3,        163.22亿,6.74,2785.0,93.0,0.0008,20150829.0,19960606.0,179162.64,0.0,0.0,2466041.0,963535.88,177904.13,53.71,315335.75,1419078.0,61676.11,501380.91,440559.0,18738.17,101880.61,482160.81,277597.03,180262.95,40363.15,181185.3,146639.31,109441.97,320472.94,168929.45,-88121.86,61812.0,17635.0,16.07万,2.36,-0.43,8.22,8.62,9.16,0.611㈡,5.38,0.0,2.46,1.79,39.07,         11.36㈡,42.43,8.39,22.7,18396665.86,20690083.99,740.778,833.127
