city,state,population,5_years_or_less,5-9_years,10-14_years,15-19_years,20-24_years,25-34_years,35-44_years,45-54_years,55-59_years,60-64_years,65-74_years,75-84_years,85_years_or_more,households,"$9,999_or_less","$10,000-$14,999","$15,000-$24,999","$25,000-$34,999","$35,000-$49,999","$50,000-$64,999","$65,000-$74,999","$75,000-$99,999","$100,000_or_more",median_household_income,mean_household_income
Carrollton,KY,4581,285,300,394,198,195,561,615,706,147,343,444,215,178,1862,1.2,13.0,23.4,15.2,15.5,16.2,8.8,2.6,4.0,22301,22301
Carrollton,MO,3462,240,267,307,197,213,338,449,381,148,232,345,187,158,1505,2.2,12.6,35.9,8.7,20.9,6.7,4.6,1.4,7.1,17986,17986
Carrollton,OH,3556,219,230,164,143,304,462,292,421,376,199,449,152,145,1822,5.5,5.3,16.3,20.6,24.9,9.9,4.5,8.9,4.1,19508,19508
Carson City,NV,57562,3050,3238,3703,3405,3694,7090,6893,8191,4195,3905,5653,3055,1490,28433,1.2,3.6,15.3,20.2,23.3,14.2,7.0,10.4,4.8,27823,27823
Cartersville,GA,53394,3775,3721,4095,3779,3814,7025,7297,7290,3669,2184,4006,2039,700,25275,2.3,3.3,19.2,19.6,24.9,14.4,6.3,5.3,4.8,28812,28812
Carthage,IL,2622,106,186,150,175,90,329,280,347,177,183,327,191,81,1365,3.3,4.4,15.3,18.1,24.4,20.0,7.5,6.8,0.3,30565,30565
Carthage,MS,4234,504,341,514,368,169,735,345,469,88,193,250,169,89,1711,4.3,5.3,25.0,25.4,14.8,10.2,2.3,5.7,6.9,21571,21571
Carthage,MO,15584,1457,1341,1057,955,1020,1982,1900,1782,995,829,1138,707,421,6881,4.2,7.7,27.3,16.9,18.4,15.2,1.6,2.8,5.9,19125,19125
Carthage,TN,3097,136,128,224,203,149,427,365,501,210,122,389,133,110,1380,1.6,3.7,11.3,23.5,30.0,13.6,1.2,6.4,8.8,26921,26921
Carthage,TX,6238,408,460,387,525,559,748,815,442,290,538,593,253,220,2988,3.9,4.9,27.2,15.4,15.7,14.6,3.5,4.7,10.2,22594,22594
Caruthersville,MO,5711,399,296,523,357,378,637,589,812,437,304,530,345,104,2136,7.6,2.2,24.8,13.3,29.8,15.2,2.7,3.2,1.2,22380,22380
Casa Grande,AZ,53242,3830,3970,4401,4157,2583,6300,6085,6377,2657,3482,5763,2887,750,22539,1.7,4.1,18.4,16.5,30.3,12.2,5.0,5.6,6.2,28135,28135
Casey,IL,2687,140,132,161,141,165,291,203,430,187,190,274,249,124,1222,4.8,6.7,11.3,22.0,26.3,15.6,4.9,5.8,2.7,30976,30976
Cashmere,WA,4560,339,312,408,307,307,549,609,600,196,234,316,202,181,2350,2.8,3.2,22.7,19.4,17.5,13.8,8.4,5.0,7.2,22851,22851
Casper,WY,68254,4653,4566,4627,4083,4956,10689,8353,8652,4765,4305,4559,2729,1317,39322,2.2,2.7,13.7,17.8,20.2,16.5,7.6,11.0,8.3,31355,31355
Cassville,MO,3971,303,272,245,203,252,445,415,400,394,251,343,287,161,1911,0.6,10.4,32.8,28.3,12.8,6.9,3.3,4.8,0.0,21910,21910
Castle Dale,UT,3138,286,307,366,206,95,509,380,286,225,211,166,67,34,1355,5.1,6.2,13.0,14.1,17.4,15.4,12.0,8.9,7.9,25063,25063
Castle Rock,WA,2876,139,200,158,199,187,327,410,349,216,194,292,147,58,1289,0.0,5.8,19.4,23.5,20.4,16.7,8.7,4.6,0.9,24583,24583
Castroville,TX,4723,416,234,336,397,225,458,489,730,174,314,596,170,184,2086,2.6,4.8,11.3,16.9,21.5,16.1,8.0,8.2,10.6,28360,28360
Catskill,NY,6660,431,455,532,218,562,1022,875,801,452,354,354,312,292,2683,0.0,1.7,19.6,13.9,28.0,16.9,8.0,6.2,5.7,30044,30044
Cazenovia,NY,2865,86,38,105,589,476,152,187,343,150,257,239,155,88,1292,1.5,1.7,18.8,11.6,14.8,12.5,5.7,9.6,23.8,23444,23444
Cedar City,UT,34198,3123,3028,2549,3232,4694,4873,4026,2621,1713,1110,1975,996,258,16364,4.8,8.4,16.5,18.3,21.1,12.5,5.8,6.6,6.0,18015,18015
Cedaredge,CO,3594,156,234,264,243,192,247,316,492,172,283,523,304,168,1431,3.9,6.4,22.9,24.7,16.6,9.7,5.6,7.8,2.3,22623,22623
Cedar Rapids,IA,181868,12061,11613,12305,11933,13600,25770,23640,24667,11398,10177,13022,8147,3535,105572,1.6,3.0,10.7,17.4,23.7,17.7,6.8,9.4,9.7,33152,33152
Cedar Springs,MI,3604,281,257,253,317,182,556,531,478,171,118,196,179,85,1492,1.3,2.9,14.5,28.2,25.5,16.2,9.9,1.2,0.2,25947,25947
Cedartown,GA,11995,1076,1250,1004,634,736,1626,1380,1355,682,485,846,594,327,4511,4.2,3.9,29.5,23.2,19.3,10.9,4.1,2.7,2.2,21260,21260
Cedarville,OH,4065,65,77,57,1234,1608,249,85,157,123,53,197,127,33,3028,4.8,7.2,14.1,19.3,20.8,15.8,3.3,6.1,8.7,4297,4297
Celina,OH,11263,628,409,961,782,656,1169,1507,1589,1024,656,930,530,422,5979,2.1,4.3,17.0,26.0,26.8,15.8,4.1,2.1,1.8,26150,26150
Center,TX,5147,429,279,517,287,371,556,526,608,337,263,524,248,202,2098,1.6,3.3,35.2,12.8,25.5,11.1,0.0,1.5,8.9,21206,21206
Centerville,IA,5218,351,350,224,247,331,702,563,850,254,213,551,394,188,2592,2.3,8.3,21.3,21.5,26.2,9.3,3.6,4.0,3.6,24961,24961
Central City,NE,2769,171,83,164,164,236,238,290,481,180,194,320,153,95,1603,3.0,2.7,18.6,36.0,21.0,12.3,3.0,2.6,0.8,25208,25208
Central City--Greenville,KY,9666,483,575,655,743,508,1264,978,1191,628,682,1031,682,246,4001,3.7,6.3,18.1,18.6,24.5,12.6,6.8,7.0,2.6,23936,23936
Centralia,IL,17218,1330,1116,846,1000,1157,2154,1866,2200,1205,1125,1549,1088,582,7706,1.4,5.7,25.3,17.8,23.2,13.7,4.0,5.7,3.2,22556,22556
Centralia,MO,3892,416,226,153,142,310,609,481,421,237,156,288,343,110,1992,1.5,1.4,16.9,32.6,26.8,13.1,4.2,2.9,0.5,26917,26917
Centralia,WA,40051,3432,2735,2384,2853,2659,5807,4312,5174,2266,2155,3261,1886,1127,18191,3.8,3.5,13.2,20.9,23.9,16.5,6.3,7.2,4.7,25318,25318
Centre,AL,3880,202,229,264,210,168,508,430,348,299,247,522,315,138,1424,5.3,7.1,13.1,18.7,29.1,16.5,1.9,6.8,1.5,30294,30294
Centreville,MD,4507,368,274,250,353,166,530,659,491,309,224,576,165,142,2276,3.2,2.4,4.9,8.2,12.6,16.8,6.2,21.7,24.0,46548,46548
Century,FL,3444,127,100,100,86,324,894,701,474,270,149,150,51,18,800,0.5,6.6,23.0,22.5,25.7,14.5,3.4,3.7,0.0,18547,18547
Chadron,NE,5594,353,353,167,782,960,752,501,464,361,232,386,196,87,3663,7.4,3.2,26.5,23.0,17.5,6.0,6.5,5.8,4.2,17892,17892
Chaffee,MO,2879,78,177,269,215,127,311,406,380,125,289,325,134,43,1166,3.2,3.4,34.1,13.8,28.8,12.1,1.3,3.2,0.0,18468,18468
Chambersburg,PA,51280,3217,3244,3351,2959,2997,5971,6237,6555,3504,3115,4847,3525,1758,25467,2.1,5.7,13.7,17.3,26.4,15.4,7.3,6.9,5.0,29451,29451
Champaign,IL,148925,7684,6245,6414,16380,31596,24371,14225,13845,7101,6934,7368,4513,2249,92297,2.5,3.1,14.9,16.6,22.0,14.2,6.0,9.2,11.5,18978,18978
Chandler,OK,2802,197,237,218,178,194,370,375,372,163,89,279,66,64,1285,5.1,4.2,19.7,13.0,25.4,8.7,5.7,16.0,2.2,22377,22377
Chanute,KS,9323,659,778,656,676,544,1071,1108,959,682,442,797,560,391,4806,1.9,3.1,24.6,24.5,23.4,8.7,2.9,5.3,5.6,23875,23875
Chaparral,NM,10651,715,976,1109,1139,593,1302,1319,1298,675,604,494,384,43,4208,2.6,10.9,27.5,33.1,15.5,2.5,1.4,2.7,3.8,18265,18265
Chardon,OH,8177,414,489,546,576,618,727,1035,1267,550,604,752,465,134,4539,0.0,1.2,9.3,25.3,16.2,17.6,8.1,15.0,7.2,31388,31388
Chariton,IA,3752,113,210,243,300,253,333,409,494,249,251,384,348,165,1698,1.6,1.8,16.0,23.8,27.6,17.3,5.6,5.6,0.7,25894,25894
Charles City,IA,7434,506,494,472,402,472,756,867,914,594,294,751,504,408,4003,2.5,2.4,15.3,27.8,24.2,14.6,5.7,4.6,3.0,25071,25071
Charleston,IL,21614,837,714,791,2788,6423,2617,1787,1562,1125,813,1042,675,440,13213,2.3,12.7,21.3,21.5,17.1,10.2,4.0,6.0,5.0,10618,10618
Charleston,MS,1485,152,55,85,52,114,148,203,177,98,104,193,69,35,808,0.0,22.8,38.7,15.4,14.0,3.9,1.1,4.2,0.0,17100,17100
Charleston,MO,5773,269,305,225,263,347,976,999,940,406,345,455,167,76,2157,4.0,12.0,32.0,23.3,19.8,5.3,1.0,1.1,1.5,16589,16589
Charleston,WV,151907,8144,8800,8695,9013,9228,18873,18817,20786,12446,10676,14136,8700,3593,79305,1.7,4.6,16.3,18.5,20.5,15.3,6.3,7.9,8.8,30007,30007
Charleston--North Charleston,SC,588964,39425,40275,35024,37234,46838,97010,77153,78130,35672,32324,42571,19048,8260,317196,2.1,4.2,15.0,18.2,21.9,15.2,5.6,8.3,9.6,30274,30274
Charlestown,IN,7306,376,557,644,628,499,805,1160,1239,210,336,494,253,105,3507,1.0,2.7,21.0,24.9,26.9,11.9,6.4,3.0,2.2,26292,26292
Charlestown,NH,2897,279,122,219,106,42,537,259,448,134,203,291,149,108,1443,1.2,3.3,18.8,21.4,39.2,4.2,2.1,1.0,8.8,30692,30692
Charlestown,RI,2777,180,69,174,45,164,346,252,331,292,285,360,178,101,1729,3.6,0.0,11.0,9.8,23.1,18.1,6.5,11.3,16.6,34116,34116
Charles Town--Ranson,WV,21442,1516,1725,1634,1211,947,2953,3545,2973,1161,1380,1607,522,268,11210,2.3,3.4,9.3,12.5,20.3,13.4,6.5,17.8,14.5,39036,39036
Charlevoix,MI,4090,230,163,191,233,199,395,389,540,375,312,535,413,115,2135,4.6,11.1,9.9,22.8,17.3,19.2,5.1,2.8,7.1,20685,20685
Charlotte,MI,12528,690,779,920,818,764,1692,1929,1546,890,678,948,523,351,6357,1.9,1.9,12.4,18.7,23.6,20.7,7.6,7.2,6.0,29853,29853
Charlotte,NC,1347253,94305,100554,98053,90390,85849,200906,210605,189887,76683,63290,82313,39187,15231,716745,1.4,3.4,12.4,15.8,20.1,13.9,6.1,10.2,16.7,33277,33277
Charlottesville,VA,97340,5724,4587,4146,9583,13311,18554,11080,9969,5098,4366,5349,3403,2170,54930,1.8,2.8,10.4,15.6,21.1,16.2,6.9,11.4,13.9,29322,29322
Chase City,VA,2665,159,178,199,223,203,217,370,229,213,150,254,182,88,976,0.7,6.3,29.4,28.6,18.2,10.4,1.0,2.2,3.2,21240,21240
Chatfield,MN,2584,149,186,194,192,132,346,332,403,118,63,229,144,96,1490,1.4,4.9,10.7,18.9,30.6,19.4,6.3,4.4,3.3,31786,31786
Chattahoochee,FL,5229,145,118,176,180,426,1063,1019,1116,505,171,154,131,25,1013,0.7,4.1,21.7,35.0,16.6,14.7,2.5,2.1,2.7,21471,21471
Chattanooga,TN,393946,24034,24381,24081,25418,28144,52701,50538,52990,27284,24105,33174,19212,7884,202182,2.0,4.1,16.8,19.0,22.5,14.3,5.0,7.1,9.1,27025,27025
Cheboygan,MI,4419,297,230,293,259,315,397,542,585,239,357,368,336,201,1985,7.8,7.9,24.8,27.3,15.8,6.4,1.5,7.3,1.2,18074,18074
Checotah,OK,2649,211,180,245,259,147,340,225,267,133,213,180,173,76,951,1.9,7.7,35.3,26.1,16.6,9.7,2.7,0.0,0.0,21415,21415
Chelan,WA,4868,131,382,226,135,269,536,612,620,454,387,643,367,106,2395,1.9,5.3,22.1,21.8,29.8,8.3,0.0,0.8,10.0,29869,29869
Chelsea,MI,5613,277,459,284,298,199,563,827,708,319,368,495,353,463,2650,0.0,0.0,10.2,9.8,17.9,16.1,10.0,17.9,18.1,41107,41107
Cheney,WA,11142,418,347,476,1983,3654,1383,695,909,323,319,373,145,117,7328,2.5,2.9,15.3,22.5,22.3,10.6,7.2,10.7,6.0,8318,8318
Cheraw,SC,8270,379,452,777,575,684,683,732,1191,661,437,1015,515,169,3264,3.9,12.0,22.5,22.5,22.8,1.3,5.1,3.4,6.4,19964,19964
Cherokee,IA,4578,215,278,262,265,369,538,456,536,341,249,397,377,295,2536,2.0,5.6,10.4,25.0,37.0,9.3,0.0,5.8,4.9,27385,27385
Cherokee Village,AR,3586,207,234,304,220,132,485,299,364,50,121,823,202,145,1519,3.9,11.8,18.4,35.9,18.4,11.5,0.0,0.0,0.0,19946,19946
Cherryville,NC,6542,328,498,398,362,462,592,840,1056,384,422,550,329,321,2950,1.5,5.8,20.6,16.1,26.1,13.5,4.8,4.8,6.9,26712,26712
Chesapeake Beach,MD,23915,1352,1591,2120,1609,1499,2686,3249,3841,1636,1395,1932,670,335,13917,0.9,1.2,6.7,10.4,17.5,14.1,8.3,20.7,20.1,47188,47188
Chesnee,SC,2749,101,152,157,147,114,267,297,512,275,135,359,147,86,1416,1.5,3.2,24.3,21.4,21.0,12.2,0.0,13.3,3.1,23063,23063
Chester,IL,8390,458,395,443,261,418,1663,1462,1120,528,498,571,382,191,2341,2.8,7.2,26.0,19.1,19.4,8.0,7.6,7.7,2.3,26732,26732
Chester,NY,5436,194,77,301,472,445,670,890,775,481,368,388,290,85,3164,0.8,4.6,10.2,16.1,18.1,19.2,8.4,12.5,10.2,39417,39417
Chester,SC,9000,649,623,656,632,705,1008,945,1381,583,544,784,351,139,3780,3.1,9.0,23.4,20.7,20.1,8.6,6.0,4.5,4.6,21550,21550
Chestertown,MD,7279,232,336,246,899,811,687,479,844,352,363,856,651,523,3826,0.1,1.8,17.7,11.5,23.7,18.4,4.8,13.3,8.6,16158,16158
Chetek,WI,3017,162,171,147,96,155,327,289,348,193,272,380,307,170,1339,2.8,2.4,19.7,30.1,26.0,11.4,1.1,4.4,2.0,21722,21722
Cheyenne,WY,75834,5278,5036,4793,4596,6483,12003,8696,9425,5147,4086,5784,3062,1445,42870,1.3,3.8,15.1,18.8,22.7,17.1,6.6,9.8,4.8,30876,30876
Chicago,IL,8679933,556413,580438,587991,591545,582272,1271262,1185117,1211522,562259,476240,601252,324124,149498,4537934,1.5,3.0,12.5,14.2,18.5,15.1,7.2,12.0,16.0,34345,34345
Chickasha,OK,15997,1062,1027,1061,948,1362,2259,1746,2099,999,810,1340,794,490,7824,2.2,7.1,21.8,22.8,20.5,11.7,2.8,6.1,5.1,25520,25520
Chico,CA,100985,5775,5225,5299,9063,16336,14125,11189,10927,5491,5185,6876,3525,1969,55130,3.0,3.8,14.0,16.6,18.6,14.7,6.6,10.7,12.0,21558,21558
Childress,TX,4998,294,362,425,246,245,715,718,683,338,176,397,297,102,2511,0.0,9.8,24.8,14.7,21.9,18.3,4.2,4.2,2.1,26636,26636
Chillicothe,MO,9259,495,675,462,433,540,1397,1250,1019,674,575,850,436,453,4097,4.0,5.4,21.6,26.8,20.5,10.2,1.6,5.0,4.9,25861,25861
Chillicothe,OH,32298,1545,1886,1930,1372,2281,4672,4611,4780,2435,1849,2586,1630,721,13067,4.1,3.1,17.0,16.8,21.6,16.8,7.8,6.8,6.0,24163,24163
Chilton,WI,3585,202,262,207,217,251,435,419,477,299,183,253,229,151,2013,0.0,6.2,17.1,21.5,31.1,17.1,3.7,0.4,2.9,26470,26470
Chinle,AZ,3759,361,481,501,387,259,536,345,358,243,60,87,58,83,1043,0.4,11.4,16.0,24.7,20.7,8.5,7.2,4.2,6.9,32870,32870
Chino Valley,AZ,10905,625,783,681,641,544,792,839,2017,637,1116,1495,562,173,4620,3.6,10.9,23.8,16.6,20.4,6.8,7.2,8.5,2.2,20744,20744
Chipley,FL,3546,434,221,147,239,244,426,510,314,170,173,369,225,74,1311,14.3,0.0,30.2,34.4,6.6,5.4,3.2,4.4,1.4,22083,22083
Chisholm,MN,4640,377,436,213,173,389,573,443,385,428,403,380,203,237,2078,0.5,7.8,19.4,24.0,18.9,12.6,8.8,4.2,3.7,22210,22210
Chittenango,NY,4872,264,340,347,438,162,575,559,878,295,331,369,246,68,2650,0.0,2.1,10.3,14.3,28.9,26.0,5.5,8.0,4.9,40000,40000
Chowchilla,CA,11709,848,788,1298,796,880,1525,1580,1141,764,527,957,425,180,4646,4.7,7.9,17.7,16.3,20.2,14.7,3.8,5.7,8.9,24116,24116
Christopher,IL,4111,273,266,255,258,266,417,466,527,287,263,401,310,122,1592,2.6,5.8,18.0,21.9,25.2,12.5,2.5,6.8,4.7,23314,23314
Church Point,LA,4505,168,399,367,213,337,583,560,651,268,184,475,197,103,1831,1.3,17.5,23.3,13.0,20.4,9.5,8.2,1.4,5.4,23472,23472
Churchville,NY,3305,185,231,233,227,232,315,460,509,247,222,256,140,48,1899,1.5,1.8,11.0,16.9,25.3,19.5,6.4,11.7,5.9,31266,31266
Cincinnati,OH,1644784,110378,111018,115964,109252,108735,226571,211252,233716,109630,95159,117337,64775,30997,877531,1.6,3.0,11.7,15.8,21.7,16.0,7.0,10.4,12.9,32561,32561
Circleville,OH,15341,1044,706,982,1357,1134,1648,2003,1685,1204,720,1361,970,527,7037,0.7,3.8,19.4,20.4,22.8,14.4,7.3,8.2,2.9,24402,24402
Cisco,TX,3618,233,103,86,478,450,346,262,463,265,138,402,319,73,1502,3.3,19.8,29.4,15.0,11.2,7.9,5.8,5.5,2.1,16090,16090
Clanton,AL,5508,447,341,427,208,263,779,896,647,226,374,429,328,143,2378,2.0,12.9,13.5,28.9,14.1,5.4,6.5,6.8,9.9,26734,26734
Clare,MI,5364,330,392,295,284,369,583,629,751,284,403,520,352,172,2208,4.5,9.1,19.4,15.3,21.6,18.1,3.0,7.3,1.8,17196,17196
Claremont,NH,8726,590,576,563,499,631,1035,880,1394,529,607,776,387,259,4420,2.6,0.4,13.0,20.2,28.4,20.6,5.7,2.0,7.1,31245,31245
Claremore,OK,25863,1757,1890,1633,1776,1974,3760,3039,2942,1316,1394,2204,1429,749,13372,2.8,4.1,16.3,17.5,27.5,12.7,6.3,8.1,4.7,30281,30281
Clarinda,IA,5280,304,240,228,448,353,739,622,741,305,275,390,420,215,2518,2.9,7.0,11.7,16.3,27.1,20.8,1.4,4.6,8.0,26736,26736
Clarion,IA,2632,229,170,192,191,206,276,308,263,121,94,209,194,179,1242,2.2,5.3,19.7,18.9,29.1,10.9,4.3,5.1,4.3,26653,26653
Clarion,PA,9590,399,344,296,1381,2458,1081,769,810,420,398,567,466,201,5644,7.3,5.7,18.9,13.7,15.4,16.6,4.3,7.9,10.3,10288,10288
Clarksburg,WV,43823,2767,2697,2731,2441,2317,5687,5654,5919,3456,2688,3700,2439,1327,20759,2.1,4.2,15.7,20.8,17.6,16.7,6.2,8.8,8.0,29650,29650
Clarksdale,MS,17132,1543,1378,1495,1202,1341,2248,1834,2057,1094,768,1222,677,273,6527,4.0,10.7,25.6,25.8,17.8,7.8,3.0,2.4,2.9,21314,21314
Clarksville,AR,7062,569,393,530,614,681,737,838,957,325,350,520,348,200,3356,0.4,9.4,45.8,18.7,14.7,5.6,1.2,1.5,2.6,17398,17398
Clarksville,TN,168957,16729,14097,11591,10765,20326,34366,21092,16478,6250,5694,7058,3637,874,84829,2.3,3.9,17.7,23.7,23.0,14.4,5.2,5.4,4.4,27356,27356
Clarksville,TX,3127,180,244,264,202,70,501,450,218,180,138,391,161,128,1088,11.8,15.0,18.5,27.2,18.3,4.8,2.3,0.0,2.3,18025,18025
Claxton,GA,3493,217,322,347,311,200,582,430,337,129,116,277,149,76,1531,1.9,4.5,19.2,31.0,32.1,7.2,0.4,1.8,2.0,26177,26177
Clay Center,KS,4051,342,196,274,149,137,567,430,375,234,311,475,399,162,2172,1.6,7.7,9.9,35.0,20.7,11.6,2.5,3.9,7.1,24934,24934
Clayton,GA,3399,186,195,133,271,318,447,205,495,200,200,374,216,159,1290,3.1,11.1,39.1,23.0,17.2,6.3,0.3,0.0,0.0,15996,15996
Clearfield,PA,10976,721,562,598,587,631,1229,1608,1330,719,789,987,780,435,5390,3.6,2.9,22.4,21.6,24.1,10.6,5.4,5.9,3.4,24112,24112
Clearlake,CA,16004,1031,944,1049,1075,1026,1708,1643,2508,1258,1013,1691,781,277,6101,2.7,10.5,26.4,24.5,13.3,9.6,1.2,5.5,6.3,17896,17896
Clear Lake,IA,7967,671,469,550,281,318,1189,651,1085,622,507,759,519,346,4494,0.9,2.6,12.4,23.7,25.8,15.9,6.4,4.7,7.6,30940,30940
Clearlake Riviera,CA,2187,94,65,121,75,175,278,371,232,220,125,271,136,24,1252,2.5,11.7,10.7,9.7,30.6,16.8,5.5,6.4,6.2,27500,27500
Clearwood,WA,2374,224,195,230,154,59,296,512,382,74,66,132,50,0,1059,2.3,1.4,3.3,7.0,28.3,29.7,7.5,15.8,4.7,41157,41157
Cleburne,TX,35380,2601,2871,2779,2711,2923,4769,4392,4122,2030,1626,2478,1308,770,16899,2.8,6.3,16.8,20.1,20.3,17.9,4.4,7.6,3.7,27624,27624
Cle Elum,WA,4209,272,211,298,249,377,380,600,528,273,386,348,169,118,2233,1.6,2.3,9.0,18.9,26.8,16.2,11.9,8.6,4.8,32036,32036
Cleveland,GA,4693,247,386,272,458,514,610,569,554,255,127,406,215,80,2118,4.3,0.6,27.5,17.2,23.8,10.8,9.7,3.6,2.5,22086,22086
Cleveland,MS,16306,1155,1026,1095,1486,1477,2346,1650,1812,1043,1025,1283,624,284,7345,2.4,10.2,21.4,22.9,19.3,10.9,4.3,4.3,4.2,21831,21831
Cleveland,OH,1769982,100534,106537,113833,115997,107965,217097,215599,261063,131130,114407,150705,89593,45522,927339,1.7,3.0,12.0,16.1,21.4,16.2,7.4,10.5,11.8,31989,31989
Cleveland,OK,3092,185,207,251,195,210,297,396,417,206,162,289,193,84,1384,2.1,7.3,18.5,18.8,23.3,15.9,5.3,6.0,2.9,27292,27292
Cleveland,TN,69645,4337,4459,5015,5128,5975,8944,9259,9083,3826,3384,5714,3312,1209,33762,2.2,5.0,20.4,20.1,21.2,14.5,4.7,5.4,6.5,23664,23664
Cleveland,TX,10047,743,912,729,646,773,1484,1359,1408,379,541,641,338,94,4008,3.7,5.8,24.1,16.6,24.3,11.1,4.1,8.3,2.0,22515,22515
Clewiston,FL,13203,1230,1022,1251,967,792,1948,1606,1558,767,638,661,492,271,5911,0.9,8.7,24.1,24.9,15.0,9.5,7.7,5.9,3.2,22644,22644
Clifton,AZ,4889,474,559,466,355,340,909,766,543,184,121,77,95,0,2227,1.5,0.6,7.0,13.7,23.9,22.1,8.8,16.3,6.1,40985,40985
Clifton,TX,3269,188,174,310,210,98,336,285,443,184,224,323,357,137,1309,2.4,8.6,30.2,16.5,14.5,10.6,3.0,3.9,10.3,21830,21830
Clifton Forge,VA,5045,232,315,285,232,301,588,528,699,297,356,606,378,228,2307,2.3,3.4,16.8,25.7,22.6,12.4,8.4,6.9,1.5,28288,28288
Clifton Springs,NY,6520,359,400,409,350,429,792,625,1028,437,499,579,368,245,3281,2.2,2.8,15.4,21.7,27.7,12.8,5.7,8.8,2.9,27566,27566
Clinton,IL,8084,584,506,472,488,484,941,1002,1178,606,418,715,458,232,4194,3.1,6.3,21.3,18.7,22.6,14.9,3.1,5.5,4.4,26669,26669
Clinton,IN,6086,420,330,373,377,309,719,735,782,357,533,544,387,220,2917,3.6,3.1,17.8,14.8,24.1,19.8,9.6,3.6,3.6,22692,22692
Clinton,IA,31565,2027,1603,2196,1789,2050,4043,3414,4113,2402,2097,2940,1774,1117,16592,1.9,5.4,15.8,20.4,19.7,15.9,8.1,7.1,5.7,26551,26551
Clinton,MO,8697,506,507,524,530,569,1114,867,1171,558,566,903,577,305,4088,1.8,9.9,21.8,30.4,17.6,9.6,0.7,3.6,4.6,22761,22761
Clinton,NC,9644,648,664,689,572,416,1325,1113,963,596,619,983,732,324,4290,3.7,8.2,17.6,19.5,20.9,11.9,4.3,7.8,6.1,23852,23852
Clinton,OK,8749,815,810,755,482,402,1353,919,914,504,469,725,364,237,4295,0.3,9.8,25.2,17.2,21.5,7.5,3.1,9.7,5.7,24290,24290
Clinton,SC,11122,794,687,717,911,1379,1343,975,1392,428,632,836,634,394,5021,3.7,4.8,21.8,29.8,16.3,15.7,2.3,3.1,2.6,18042,18042
Clintonville,WI,4299,208,303,257,215,331,618,359,645,221,273,389,354,126,2329,1.6,2.8,8.4,28.5,26.1,19.6,4.2,7.5,1.3,28479,28479
Cloquet,MN,13026,877,984,965,820,694,1575,1568,1717,882,695,1000,760,489,6555,1.1,1.8,12.1,22.8,24.5,13.5,7.3,6.9,10.1,28141,28141
Clover,SC,7144,564,572,767,454,342,1156,934,876,452,317,405,258,47,3241,0.6,4.7,13.6,22.4,24.7,16.2,4.7,10.5,2.7,31064,31064
Cloverdale,CA,9286,649,550,723,573,582,985,1281,1302,630,642,585,516,268,4781,1.4,0.6,9.7,19.0,26.8,14.3,7.4,11.1,9.7,33817,33817
Clovis,NM,43097,3804,3337,2700,3025,4516,7145,4951,4577,2086,2271,2525,1459,701,21530,3.0,7.0,19.8,25.1,17.7,11.8,4.7,6.2,4.7,25592,25592
Clyde,OH,5872,309,549,274,321,458,800,909,665,609,202,413,301,62,3327,4.3,6.1,10.7,20.8,24.9,20.1,3.7,6.0,3.4,28294,28294
Clyde,TX,3650,326,318,391,257,137,398,432,495,108,182,330,209,67,1466,3.1,6.5,21.4,18.9,17.3,17.7,6.0,8.1,0.9,27714,27714
Coalinga,CA,13025,1148,1069,1007,1105,1191,1958,1652,1740,625,521,498,405,106,7102,4.2,3.2,13.7,17.3,15.5,20.4,5.2,8.5,12.0,32185,32185
Cobleskill,NY,5401,299,236,198,1021,779,644,329,406,291,413,346,326,113,3294,5.2,1.2,14.3,22.8,16.9,14.7,8.0,10.1,6.8,11175,11175
Cochran,GA,6190,362,402,273,977,699,509,696,648,310,357,566,248,143,2170,0.8,12.5,10.3,25.4,16.6,16.1,2.0,12.5,3.8,21615,21615
Cody,WY,9668,635,541,527,706,499,1525,933,1064,541,862,848,648,339,5871,4.7,1.5,17.0,21.4,22.1,16.4,6.2,4.8,5.9,28746,28746
Coeburn,VA,3216,212,256,267,179,260,370,439,359,224,225,214,146,65,1369,3.5,18.0,20.9,16.7,14.5,13.2,4.0,2.6,6.7,17475,17475
Coeur d'Alene,ID,102267,6920,6541,7278,6443,6732,14369,12300,13298,6564,6076,8725,5006,2015,51669,2.5,3.7,17.1,22.6,22.5,15.4,4.3,5.9,6.0,25557,25557
Coffeyville,KS,10686,843,744,546,715,808,1299,1133,1291,666,598,949,719,375,5604,5.8,9.2,19.3,23.6,21.9,9.0,4.4,4.1,2.6,20366,20366
Cokato,MN,4359,369,433,288,280,144,589,550,435,266,215,272,252,266,2181,1.0,3.4,11.4,21.3,24.0,16.5,8.7,11.3,2.3,29112,29112
Colby,KS,5564,419,305,198,485,704,823,489,619,347,301,437,270,167,3355,2.2,1.9,22.9,15.2,32.8,7.5,7.0,4.6,5.8,26125,26125
Colchester,CT,9498,434,641,661,839,532,1104,1225,1641,719,437,772,336,157,5859,0.2,1.2,6.4,8.0,17.0,19.7,8.5,18.2,20.7,47212,47212
Cold Spring,MN,4271,286,318,434,231,294,539,499,460,324,77,342,257,210,2228,0.0,4.3,9.8,30.6,21.8,17.4,3.4,8.7,3.9,30322,30322
